hhid_pid,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
290270000.00-10,NA,NA,NA,NA,NA,NA,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62
290300000.00-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62
290410003.00-1,NA,NA,NA,NA,NA,NA,NA,NA,31 - 71 - 73 - 62,31 - 71 - 73 - 62,31 - 71 - 73 - 62,31 - 71 - 73 - 62,30 - 1 - 52 - 62,30 - 1 - 52 - 62,30 - 1 - 52 - 62
290420000.00-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60 - 5 - 52 - 62,60 - 5 - 52 - 62
290420003.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62
290424100.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60 - 5 - 52 - 62,61 - 6 - 52 - 62,61 - 6 - 52 - 62
290424100.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,61 - 6 - 52 - 62,61 - 6 - 52 - 62
290440000.00-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60 - 5 - 52 - 62,60 - 5 - 52 - 62
290450002.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60 - 5 - 52 - 62,60 - 5 - 52 - 62
290451100.00-1,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,20 - 5 - 52 - 62,20 - 5 - 52 - 62,20 - 5 - 52 - 62,20 - 5 - 52 - 62,20 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62
290451100.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62
290451100.00-4,NA,NA,NA,21 - 71 - 52 - 62,21 - 71 - 52 - 62,21 - 71 - 52 - 62,21 - 71 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,81 - 4 - 52 - 62,81 - 4 - 52 - 62,81 - 4 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62
290451100.00-5,NA,NA,NA,NA,NA,NA,NA,11 - 71 - 52 - 62,11 - 71 - 52 - 62,11 - 71 - 52 - 62,11 - 71 - 52 - 62,11 - 71 - 52 - 62,11 - 71 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62
290451103.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 6 - 52 - 62,30 - 6 - 52 - 62,30 - 6 - 52 - 62
290453100.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 98 - 52 - 62,998 - 98 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62
290453100.00-7,NA,NA,NA,NA,NA,NA,NA,NA,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,998 - 98 - 98 - 0,60 - 5 - 52 - 62,998 - 98 - 98 - 0,60 - 5 - 52 - 62
291030005.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291030005.00-2,NA,NA,NA,NA,NA,NA,NA,NA,998 - 98 - 98 - 98,998 - 98 - 98 - 98,41 - 6 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291030006.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291030006.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21 - 72 - 52 - 62,11 - 72 - 52 - 62,41 - 6 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291033100.00-2,998 - 3 - 36 - 62,998 - 3 - 36 - 62,998 - 3 - 36 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291034100.00-1,NA,NA,NA,NA,NA,NA,NA,NA,41 - 6 - 52 - 62,41 - 6 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291034100.00-2,NA,NA,NA,NA,NA,NA,NA,NA,41 - 6 - 52 - 62,41 - 6 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291054100.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 - 72 - 52 - 62,11 - 72 - 52 - 62,21 - 72 - 52 - 62,21 - 72 - 52 - 62
291070000.00-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 98 - 98 - 0,998 - 98 - 98 - 0,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291070000.00-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 98 - 98 - 98,998 - 98 - 98 - 98,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291080000.00-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 - 72 - 52 - 62
291090005.00-1,90 - 72 - 31 - 62,90 - 72 - 31 - 62,21 - 6 - 52 - 62,21 - 6 - 52 - 62,10 - 72 - 52 - 62,10 - 72 - 52 - 62,10 - 72 - 52 - 62,10 - 72 - 52 - 62,10 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291100000.00-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 98 - 98 - 98,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291100000.00-14,30 - 6 - 52 - 62,30 - 6 - 52 - 62,30 - 6 - 52 - 62,30 - 6 - 52 - 62,30 - 6 - 52 - 62,30 - 6 - 52 - 62,30 - 6 - 52 - 62,30 - 6 - 52 - 62,30 - 6 - 52 - 62,30 - 6 - 52 - 62,30 - 6 - 52 - 62,30 - 6 - 52 - 62,30 - 6 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291100000.00-15,NA,NA,NA,NA,NA,NA,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,11 - 72 - 52 - 62
291110000.00-7,NA,NA,NA,NA,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291110008.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291120000.00-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 - 72 - 52 - 62
291120006.00-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 - 72 - 52 - 62,10 - 72 - 52 - 62
291150000.00-4,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,20 - 6 - 52 - 62,998 - 98 - 21 - 62,998 - 98 - 21 - 62,998 - 98 - 21 - 62,998 - 98 - 21 - 62,20 - 6 - 52 - 62,20 - 6 - 52 - 62,20 - 6 - 52 - 62,20 - 6 - 52 - 62,20 - 6 - 52 - 62
291152100.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 5 - 52 - 62,30 - 5 - 52 - 62,30 - 5 - 52 - 62,30 - 5 - 52 - 62,30 - 5 - 52 - 62
291152100.00-5,NA,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,60 - 5 - 52 - 62,30 - 5 - 52 - 62,30 - 5 - 52 - 62,30 - 5 - 52 - 62,30 - 5 - 52 - 62,30 - 5 - 52 - 62,30 - 5 - 52 - 62,30 - 5 - 52 - 62
291200005.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21 - 71 - 52 - 62,21 - 71 - 52 - 62
291200006.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 - 71 - 52 - 62,20 - 71 - 52 - 62
291204100.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 - 73 - 31 - 62,10 - 73 - 31 - 62,60 - 71 - 32 - 62,60 - 71 - 32 - 62
291204100.00-2,NA,NA,NA,NA,NA,NA,998 - 73 - 31 - 62,998 - 73 - 31 - 62,998 - 73 - 31 - 62,998 - 73 - 31 - 62,998 - 73 - 31 - 62,998 - 73 - 31 - 62,60 - 71 - 32 - 62,60 - 71 - 32 - 62,60 - 71 - 32 - 62
291410000.00-3,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291410004.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291410006.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 72 - 52 - 62
291424200.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 5 - 52 - 62,30 - 5 - 52 - 62
291424200.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 5 - 52 - 62
291430005.00-1,11 - 72 - 52 - 62,30 - 71 - 36 - 62,10 - 72 - 52 - 62,10 - 72 - 52 - 62,71 - 6 - 52 - 62,71 - 6 - 52 - 62,71 - 6 - 52 - 62,71 - 6 - 52 - 62,71 - 6 - 52 - 62,71 - 6 - 52 - 62,71 - 6 - 52 - 62,71 - 6 - 52 - 62,71 - 6 - 52 - 62,71 - 6 - 52 - 62,71 - 6 - 52 - 62
291430005.00-2,NA,NA,NA,NA,NA,NA,NA,NA,71 - 6 - 52 - 62,71 - 6 - 52 - 62,71 - 6 - 52 - 62,71 - 6 - 52 - 62,71 - 6 - 52 - 62,71 - 6 - 52 - 62,71 - 6 - 52 - 62
291430007.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291430008.00-1,40 - 6 - 52 - 62,50 - 5 - 52 - 62,998 - 98 - 34 - 62,998 - 98 - 34 - 62,998 - 98 - 34 - 62,998 - 98 - 34 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291430008.00-2,NA,NA,NA,NA,NA,NA,NA,41 - 6 - 52 - 62,41 - 6 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62
291430009.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21 - 72 - 52 - 62
291430009.00-2,71 - 3 - 52 - 62,71 - 3 - 52 - 62,71 - 3 - 52 - 62,71 - 3 - 52 - 62,71 - 3 - 52 - 62,71 - 3 - 52 - 62,71 - 3 - 52 - 62,71 - 3 - 52 - 62,21 - 72 - 52 - 62,21 - 72 - 52 - 62,21 - 72 - 52 - 62,21 - 72 - 52 - 62,21 - 72 - 52 - 62,21 - 72 - 52 - 62,21 - 72 - 52 - 62
292010005.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 3 - 52 - 62,70 - 3 - 52 - 62,70 - 3 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292010005.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81 - 6 - 52 - 62
292020000.00-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 - 6 - 52 - 62,80 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292020000.00-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 - 72 - 52 - 62,10 - 72 - 52 - 62,10 - 72 - 52 - 62,10 - 72 - 52 - 62,10 - 72 - 52 - 62,81 - 6 - 52 - 62
292020004.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 - 4 - 64 - 62
292020007.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292020007.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292024100.00-1,NA,NA,NA,NA,NA,NA,NA,NA,21 - 6 - 52 - 62,21 - 6 - 52 - 62,21 - 6 - 52 - 62,21 - 6 - 52 - 62,21 - 6 - 52 - 62,21 - 6 - 52 - 62,21 - 6 - 52 - 62
292024100.00-4,NA,NA,NA,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,21 - 6 - 52 - 62,21 - 6 - 52 - 62,21 - 6 - 52 - 62,21 - 6 - 52 - 62,21 - 6 - 52 - 62,21 - 6 - 52 - 62
292030000.00-10,NA,NA,NA,NA,NA,NA,NA,20 - 6 - 52 - 62,20 - 6 - 52 - 62,20 - 71 - 52 - 62,20 - 71 - 52 - 62,20 - 71 - 52 - 62,20 - 71 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292030009.00-1,NA,NA,NA,NA,NA,NA,NA,NA,998 - 5 - 52 - 62,80 - 6 - 52 - 62,80 - 6 - 52 - 62,80 - 6 - 52 - 62,80 - 6 - 52 - 62,80 - 6 - 52 - 62,81 - 6 - 52 - 62
292030009.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 - 71 - 52 - 62,20 - 71 - 52 - 62,20 - 71 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292033100.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81 - 6 - 52 - 62
292033100.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81 - 6 - 52 - 62
292033103.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 - 71 - 52 - 62,20 - 71 - 52 - 62
292033104.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 - 6 - 52 - 62,20 - 6 - 52 - 62,20 - 6 - 52 - 62,10 - 72 - 52 - 62,10 - 72 - 52 - 62
292040000.00-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292044100.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292044100.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292050000.00-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81 - 6 - 52 - 62
292060000.00-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292070000.00-1,NA,NA,NA,NA,NA,NA,NA,998 - 98 - 98 - 98,998 - 98 - 98 - 98,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,998 - 98 - 64 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292070004.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 71 - 73 - 62,30 - 71 - 73 - 62,30 - 71 - 73 - 62
292080000.00-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 71 - 73 - 62,81 - 6 - 52 - 62
292100000.00-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 - 75 - 13 - 62,10 - 75 - 13 - 62,998 - 75 - 12 - 62,10 - 73 - 11 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292100004.00-1,NA,NA,21 - 72 - 52 - 62,21 - 72 - 52 - 62,21 - 72 - 52 - 62,81 - 6 - 52 - 62,20 - 71 - 52 - 62,20 - 71 - 52 - 62,20 - 71 - 52 - 62,20 - 71 - 52 - 62,20 - 71 - 52 - 62,20 - 71 - 52 - 62,81 - 6 - 52 - 62,80 - 6 - 52 - 62,80 - 6 - 52 - 62
292100006.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 - 71 - 52 - 62,20 - 71 - 52 - 62,20 - 71 - 52 - 62,20 - 71 - 52 - 62,20 - 71 - 52 - 62
292110008.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 - 72 - 52 - 62,11 - 72 - 52 - 62
292114200.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292114200.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292130005.00-1,NA,NA,NA,NA,NA,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,11 - 72 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292134100.00-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292150000.00-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81 - 6 - 52 - 62
292150000.00-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81 - 6 - 52 - 62
292160000.00-3,NA,NA,NA,NA,NA,NA,NA,998 - 98 - 16 - 62,998 - 98 - 16 - 62,998 - 98 - 16 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292170005.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 - 71 - 52 - 62,11 - 71 - 52 - 62,11 - 71 - 52 - 62,11 - 71 - 52 - 62
292190000.00-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292200003.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 - 4 - 64 - 62
292200004.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 71 - 73 - 62,30 - 71 - 73 - 62,30 - 71 - 73 - 62,111 - 71 - 73 - 62
292230000.00-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 - 72 - 52 - 62,11 - 72 - 52 - 62,21 - 72 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292240007.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292240008.00-1,NA,NA,NA,NA,NA,NA,NA,998 - 98 - 64 - 62,998 - 98 - 64 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292244200.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 - 6 - 52 - 62,80 - 6 - 52 - 62,80 - 6 - 52 - 62
292260004.00-2,NA,NA,NA,NA,NA,NA,NA,NA,20 - 6 - 52 - 62,20 - 6 - 52 - 62,20 - 6 - 52 - 62,20 - 6 - 52 - 62,20 - 6 - 52 - 62,20 - 6 - 52 - 62,20 - 6 - 52 - 62
292260005.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 71 - 73 - 62,30 - 71 - 73 - 62,30 - 71 - 73 - 62,30 - 71 - 73 - 62,30 - 71 - 73 - 62
292270004.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 72 - 52 - 62
292290005.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292300003.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 - 72 - 52 - 62,11 - 72 - 52 - 62
292410000.00-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 - 71 - 53 - 62,40 - 71 - 53 - 62,40 - 71 - 53 - 62,40 - 71 - 53 - 62,40 - 71 - 53 - 62,81 - 6 - 52 - 62
292420000.00-6,NA,NA,NA,NA,NA,NA,NA,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,21 - 6 - 52 - 62,21 - 6 - 52 - 62,21 - 6 - 52 - 62,81 - 6 - 52 - 62
292424100.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 - 72 - 52 - 62,10 - 72 - 52 - 62,10 - 72 - 52 - 62,10 - 72 - 52 - 62,10 - 72 - 52 - 62,10 - 72 - 52 - 62
292424100.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 - 72 - 52 - 62,10 - 72 - 52 - 62,10 - 72 - 52 - 62,10 - 72 - 52 - 62,10 - 72 - 52 - 62,10 - 72 - 52 - 62
292430000.00-3,NA,NA,NA,NA,NA,NA,NA,20 - 5 - 52 - 62,20 - 5 - 52 - 62,20 - 5 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292430000.00-6,NA,NA,NA,NA,NA,NA,NA,NA,998 - 71 - 62 - 62,998 - 71 - 62 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292430000.00-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 - 71 - 63 - 62,40 - 71 - 63 - 62,40 - 71 - 63 - 62,40 - 71 - 63 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292434100.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 - 4 - 64 - 62,20 - 4 - 64 - 62,81 - 6 - 52 - 62,81 - 6 - 52 - 62
292440000.00-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 - 72 - 52 - 62
293020000.00-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 1 - 63 - 62,70 - 1 - 63 - 62,70 - 1 - 63 - 62
293030000.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 1 - 63 - 62,70 - 1 - 63 - 62,70 - 1 - 63 - 62,70 - 1 - 63 - 62,70 - 1 - 63 - 62,70 - 1 - 63 - 62
293030000.00-5,NA,NA,NA,NA,NA,NA,NA,NA,70 - 1 - 63 - 62,70 - 1 - 63 - 62,70 - 1 - 63 - 62,70 - 1 - 63 - 62,70 - 1 - 63 - 62,70 - 1 - 63 - 62,70 - 1 - 63 - 62
293030004.00-2,NA,NA,NA,NA,NA,NA,NA,80 - 1 - 63 - 62,70 - 1 - 63 - 62,70 - 1 - 63 - 62,70 - 1 - 63 - 62,70 - 1 - 63 - 62,70 - 1 - 63 - 62,70 - 1 - 63 - 62,70 - 1 - 63 - 62
293070000.00-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,60 - 1 - 63 - 62,60 - 1 - 63 - 62,60 - 1 - 63 - 62,60 - 1 - 63 - 62,60 - 1 - 63 - 62,60 - 1 - 63 - 62
293070000.00-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90 - 1 - 63 - 62
293070000.00-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,60 - 1 - 63 - 62,60 - 1 - 63 - 62,60 - 1 - 63 - 62,60 - 1 - 63 - 62,60 - 1 - 63 - 62,60 - 1 - 63 - 62
293070005.00-1,NA,NA,NA,NA,NA,NA,NA,NA,60 - 1 - 63 - 62,60 - 1 - 63 - 62,60 - 1 - 63 - 62,60 - 1 - 63 - 62,60 - 1 - 63 - 62,60 - 1 - 63 - 62,60 - 1 - 63 - 62
293071200.00-5,NA,NA,NA,NA,NA,NA,NA,NA,60 - 1 - 63 - 62,60 - 1 - 63 - 62,60 - 1 - 63 - 62,60 - 1 - 63 - 62,60 - 1 - 63 - 62,60 - 1 - 63 - 62,60 - 1 - 63 - 62
